schedule_index,part_id,layer_id,layer_label,solver_status,base_start_cell_id,base_end_cell_id,fixed_start_cell_id,fixed_end_cell_id,result_start_cell_id,result_end_cell_id,travel_distance_mm,travel_time_s,scan_time_s,laser_on_time_s,layer_total_time_s,base_layer_total_time_s,delta_time_s,delta_time_percent,path_difference_rate
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C017,L04_C015,L04_C017,L04_C015,152.000000,0.084444,0.234000,0.585000,0.903444,0.903444,0.000000,0.000000,0.500000
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C017,L04_C016,L04_C017,L04_C016,153.656900,0.085365,0.234000,0.585000,0.904365,0.903444,0.000920,0.101888,0.868421
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C017,L04_C018,L04_C017,L04_C018,152.000000,0.084444,0.234000,0.585000,0.903444,0.903444,0.000000,0.000000,0.578947
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C017,L04_C019,L04_C017,L04_C019,153.656900,0.085365,0.234000,0.585000,0.904365,0.903444,0.000920,0.101888,0.500000
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C017,L04_C020,L04_C017,L04_C020,152.000000,0.084444,0.234000,0.585000,0.903444,0.903444,0.000000,0.000000,0.368421
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C017,L04_C021,L04_C017,L04_C021,153.656900,0.085365,0.234000,0.585000,0.904365,0.903444,0.000920,0.101888,0.263158
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C017,L04_C022,L04_C017,L04_C022,152.000000,0.084444,0.234000,0.585000,0.903444,0.903444,0.000000,0.000000,0.315789
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C017,L04_C023,L04_C017,L04_C023,153.656900,0.085365,0.234000,0.585000,0.904365,0.903444,0.000920,0.101888,0.578947
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C017,L04_C024,L04_C017,L04_C024,152.000000,0.084444,0.234000,0.585000,0.903444,0.903444,0.000000,0.000000,0.868421
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C017,L04_C025,L04_C017,L04_C025,153.656900,0.085365,0.234000,0.585000,0.904365,0.903444,0.000920,0.101888,0.368421
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C017,L04_C026,L04_C017,L04_C026,152.000000,0.084444,0.234000,0.585000,0.903444,0.903444,0.000000,0.000000,0.894737
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C017,L04_C027,L04_C017,L04_C027,153.656900,0.085365,0.234000,0.585000,0.904365,0.903444,0.000920,0.101888,0.947368
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C017,L04_C028,L04_C017,L04_C028,152.000000,0.084444,0.234000,0.585000,0.903444,0.903444,0.000000,0.000000,0.473684
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C017,L04_C029,L04_C017,L04_C029,153.656900,0.085365,0.234000,0.585000,0.904365,0.903444,0.000920,0.101888,0.842105
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C017,L04_C030,L04_C017,L04_C030,152.000000,0.084444,0.234000,0.585000,0.903444,0.903444,0.000000,0.000000,0.394737
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C017,L04_C031,L04_C017,L04_C031,153.656900,0.085365,0.234000,0.585000,0.904365,0.903444,0.000920,0.101888,0.684211
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C017,L04_C032,L04_C017,L04_C032,152.000000,0.084444,0.234000,0.585000,0.903444,0.903444,0.000000,0.000000,0.894737
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C017,L04_C033,L04_C017,L04_C033,153.656900,0.085365,0.234000,0.585000,0.904365,0.903444,0.000920,0.101888,0.578947
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C017,L04_C034,L04_C017,L04_C034,152.000000,0.084444,0.234000,0.585000,0.903444,0.903444,0.000000,0.000000,0.868421
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C017,L04_C035,L04_C017,L04_C035,153.656900,0.085365,0.234000,0.585000,0.904365,0.903444,0.000920,0.101888,0.447368
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C017,L04_C036,L04_C017,L04_C036,152.000000,0.084444,0.234000,0.585000,0.903444,0.903444,0.000000,0.000000,0.342105
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C017,L04_C037,L04_C017,L04_C037,153.656900,0.085365,0.234000,0.585000,0.904365,0.903444,0.000920,0.101888,0.631579
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C017,L04_C038,L04_C017,L04_C038,152.000000,0.084444,0.234000,0.585000,0.903444,0.903444,0.000000,0.000000,0.605263
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C017,L04_C039,L04_C017,L04_C039,153.656900,0.085365,0.234000,0.585000,0.904365,0.903444,0.000920,0.101888,0.500000
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C018,L04_C001,L04_C018,L04_C001,152.000000,0.084444,0.234000,0.585000,0.903444,0.903444,0.000000,0.000000,0.684211
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C018,L04_C002,L04_C018,L04_C002,153.656900,0.085365,0.234000,0.585000,0.904365,0.903444,0.000920,0.101888,0.552632
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C018,L04_C003,L04_C018,L04_C003,152.000000,0.084444,0.234000,0.585000,0.903444,0.903444,0.000000,0.000000,0.473684
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C018,L04_C004,L04_C018,L04_C004,153.656900,0.085365,0.234000,0.585000,0.904365,0.903444,0.000920,0.101888,0.578947
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C018,L04_C005,L04_C018,L04_C005,152.000000,0.084444,0.234000,0.585000,0.903444,0.903444,0.000000,0.000000,0.789474
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C018,L04_C006,L04_C018,L04_C006,153.656900,0.085365,0.234000,0.585000,0.904365,0.903444,0.000920,0.101888,0.657895
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C018,L04_C007,L04_C018,L04_C007,152.000000,0.084444,0.234000,0.585000,0.903444,0.903444,0.000000,0.000000,0.394737
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C018,L04_C008,L04_C018,L04_C008,153.656900,0.085365,0.234000,0.585000,0.904365,0.903444,0.000920,0.101888,0.526316
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C018,L04_C009,L04_C018,L04_C009,152.000000,0.084444,0.234000,0.585000,0.903444,0.903444,0.000000,0.000000,0.657895
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C018,L04_C010,L04_C018,L04_C010,153.656900,0.085365,0.234000,0.585000,0.904365,0.903444,0.000920,0.101888,0.526316
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C018,L04_C011,L04_C018,L04_C011,152.000000,0.084444,0.234000,0.585000,0.903444,0.903444,0.000000,0.000000,0.763158
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C018,L04_C012,L04_C018,L04_C012,153.656900,0.085365,0.234000,0.585000,0.904365,0.903444,0.000920,0.101888,0.500000
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C018,L04_C013,L04_C018,L04_C013,152.000000,0.084444,0.234000,0.585000,0.903444,0.903444,0.000000,0.000000,0.552632
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C018,L04_C014,L04_C018,L04_C014,153.656900,0.085365,0.234000,0.585000,0.904365,0.903444,0.000920,0.101888,0.815789
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C018,L04_C015,L04_C018,L04_C015,152.000000,0.084444,0.234000,0.585000,0.903444,0.903444,0.000000,0.000000,0.552632
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C018,L04_C016,L04_C018,L04_C016,153.656900,0.085365,0.234000,0.585000,0.904365,0.903444,0.000920,0.101888,0.684211
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C018,L04_C017,L04_C018,L04_C017,152.000000,0.084444,0.234000,0.585000,0.903444,0.903444,0.000000,0.000000,0.789474
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C018,L04_C019,L04_C018,L04_C019,153.656900,0.085365,0.234000,0.585000,0.904365,0.903444,0.000920,0.101888,0.552632
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C018,L04_C020,L04_C018,L04_C020,152.000000,0.084444,0.234000,0.585000,0.903444,0.903444,0.000000,0.000000,0.710526
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C018,L04_C021,L04_C018,L04_C021,153.656900,0.085365,0.234000,0.585000,0.904365,0.903444,0.000920,0.101888,0.921053
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C018,L04_C022,L04_C018,L04_C022,152.000000,0.084444,0.234000,0.585000,0.903444,0.903444,0.000000,0.000000,0.868421
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C018,L04_C023,L04_C018,L04_C023,153.656900,0.085365,0.234000,0.585000,0.904365,0.903444,0.000920,0.101888,0.815789
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C018,L04_C024,L04_C018,L04_C024,152.000000,0.084444,0.234000,0.585000,0.903444,0.903444,0.000000,0.000000,0.500000
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C018,L04_C025,L04_C018,L04_C025,153.656900,0.085365,0.234000,0.585000,0.904365,0.903444,0.000920,0.101888,0.657895
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C018,L04_C026,L04_C018,L04_C026,152.000000,0.084444,0.234000,0.585000,0.903444,0.903444,0.000000,0.000000,0.894737
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C018,L04_C027,L04_C018,L04_C027,153.656900,0.085365,0.234000,0.585000,0.904365,0.903444,0.000920,0.101888,0.763158
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C018,L04_C028,L04_C018,L04_C028,152.000000,0.084444,0.234000,0.585000,0.903444,0.903444,0.000000,0.000000,0.763158
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C018,L04_C029,L04_C018,L04_C029,153.656900,0.085365,0.234000,0.585000,0.904365,0.903444,0.000920,0.101888,0.684211
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C018,L04_C030,L04_C018,L04_C030,152.000000,0.084444,0.234000,0.585000,0.903444,0.903444,0.000000,0.000000,0.842105
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C018,L04_C031,L04_C018,L04_C031,153.656900,0.085365,0.234000,0.585000,0.904365,0.903444,0.000920,0.101888,0.605263
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C018,L04_C032,L04_C018,L04_C032,152.000000,0.084444,0.234000,0.585000,0.903444,0.903444,0.000000,0.000000,0.315789
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C018,L04_C033,L04_C018,L04_C033,153.656900,0.085365,0.234000,0.585000,0.904365,0.903444,0.000920,0.101888,0.526316
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C018,L04_C034,L04_C018,L04_C034,152.000000,0.084444,0.234000,0.585000,0.903444,0.903444,0.000000,0.000000,0.868421
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C018,L04_C035,L04_C018,L04_C035,153.656900,0.085365,0.234000,0.585000,0.904365,0.903444,0.000920,0.101888,0.789474
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C018,L04_C036,L04_C018,L04_C036,152.000000,0.084444,0.234000,0.585000,0.903444,0.903444,0.000000,0.000000,0.342105
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C018,L04_C037,L04_C018,L04_C037,153.656900,0.085365,0.234000,0.585000,0.904365,0.903444,0.000920,0.101888,0.763158
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C018,L04_C038,L04_C018,L04_C038,152.000000,0.084444,0.234000,0.585000,0.903444,0.903444,0.000000,0.000000,0.789474
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C018,L04_C039,L04_C018,L04_C039,153.656900,0.085365,0.234000,0.585000,0.904365,0.903444,0.000920,0.101888,0.657895
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C019,L04_C001,L04_C019,L04_C001,153.656900,0.085365,0.234000,0.585000,0.904365,0.903444,0.000920,0.101888,0.736842
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C019,L04_C002,L04_C019,L04_C002,155.313800,0.086285,0.234000,0.585000,0.905285,0.903444,0.001841,0.203776,0.500000
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C019,L04_C003,L04_C019,L04_C003,153.656900,0.085365,0.234000,0.585000,0.904365,0.903444,0.000920,0.101888,0.710526
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C019,L04_C004,L04_C019,L04_C004,155.313800,0.086285,0.234000,0.585000,0.905285,0.903444,0.001841,0.203776,0.500000
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C019,L04_C005,L04_C019,L04_C005,153.656900,0.085365,0.234000,0.585000,0.904365,0.903444,0.000920,0.101888,0.578947
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C019,L04_C006,L04_C019,L04_C006,155.313800,0.086285,0.234000,0.585000,0.905285,0.903444,0.001841,0.203776,0.657895
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C019,L04_C007,L04_C019,L04_C007,153.656900,0.085365,0.234000,0.585000,0.904365,0.903444,0.000920,0.101888,0.315789
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C019,L04_C008,L04_C019,L04_C008,155.313800,0.086285,0.234000,0.585000,0.905285,0.903444,0.001841,0.203776,0.736842
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C019,L04_C009,L04_C019,L04_C009,153.656900,0.085365,0.234000,0.585000,0.904365,0.903444,0.000920,0.101888,0.368421
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C019,L04_C010,L04_C019,L04_C010,155.313800,0.086285,0.234000,0.585000,0.905285,0.903444,0.001841,0.203776,0.605263
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C019,L04_C011,L04_C019,L04_C011,153.656900,0.085365,0.234000,0.585000,0.904365,0.903444,0.000920,0.101888,0.736842
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C019,L04_C012,L04_C019,L04_C012,155.313800,0.086285,0.234000,0.585000,0.905285,0.903444,0.001841,0.203776,0.500000
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C019,L04_C013,L04_C019,L04_C013,153.656900,0.085365,0.234000,0.585000,0.904365,0.903444,0.000920,0.101888,0.526316
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C019,L04_C014,L04_C019,L04_C014,155.313800,0.086285,0.234000,0.585000,0.905285,0.903444,0.001841,0.203776,0.500000
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C019,L04_C015,L04_C019,L04_C015,153.656900,0.085365,0.234000,0.585000,0.904365,0.903444,0.000920,0.101888,0.552632
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C019,L04_C016,L04_C019,L04_C016,155.313800,0.086285,0.234000,0.585000,0.905285,0.903444,0.001841,0.203776,0.842105
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C019,L04_C017,L04_C019,L04_C017,153.656900,0.085365,0.234000,0.585000,0.904365,0.903444,0.000920,0.101888,0.763158
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C019,L04_C018,L04_C019,L04_C018,153.656900,0.085365,0.234000,0.585000,0.904365,0.903444,0.000920,0.101888,0.868421
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C019,L04_C020,L04_C019,L04_C020,153.656900,0.085365,0.234000,0.585000,0.904365,0.903444,0.000920,0.101888,0.657895
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C019,L04_C021,L04_C019,L04_C021,155.313800,0.086285,0.234000,0.585000,0.905285,0.903444,0.001841,0.203776,0.894737
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C019,L04_C022,L04_C019,L04_C022,153.656900,0.085365,0.234000,0.585000,0.904365,0.903444,0.000920,0.101888,0.815789
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C019,L04_C023,L04_C019,L04_C023,155.313800,0.086285,0.234000,0.585000,0.905285,0.903444,0.001841,0.203776,0.605263
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C019,L04_C024,L04_C019,L04_C024,153.656900,0.085365,0.234000,0.585000,0.904365,0.903444,0.000920,0.101888,0.868421
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C019,L04_C025,L04_C019,L04_C025,155.313800,0.086285,0.234000,0.585000,0.905285,0.903444,0.001841,0.203776,0.736842
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C019,L04_C026,L04_C019,L04_C026,153.656900,0.085365,0.234000,0.585000,0.904365,0.903444,0.000920,0.101888,0.500000
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C019,L04_C027,L04_C019,L04_C027,155.313800,0.086285,0.234000,0.585000,0.905285,0.903444,0.001841,0.203776,0.500000
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C019,L04_C028,L04_C019,L04_C028,153.656900,0.085365,0.234000,0.585000,0.904365,0.903444,0.000920,0.101888,0.578947
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C019,L04_C029,L04_C019,L04_C029,155.313800,0.086285,0.234000,0.585000,0.905285,0.903444,0.001841,0.203776,0.815789
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C019,L04_C030,L04_C019,L04_C030,153.656900,0.085365,0.234000,0.585000,0.904365,0.903444,0.000920,0.101888,0.763158
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C019,L04_C031,L04_C019,L04_C031,155.313800,0.086285,0.234000,0.585000,0.905285,0.903444,0.001841,0.203776,0.789474
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C019,L04_C032,L04_C019,L04_C032,153.656900,0.085365,0.234000,0.585000,0.904365,0.903444,0.000920,0.101888,0.473684
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C019,L04_C033,L04_C019,L04_C033,155.313800,0.086285,0.234000,0.585000,0.905285,0.903444,0.001841,0.203776,0.552632
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C019,L04_C034,L04_C019,L04_C034,153.656900,0.085365,0.234000,0.585000,0.904365,0.903444,0.000920,0.101888,0.631579
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C019,L04_C035,L04_C019,L04_C035,155.313800,0.086285,0.234000,0.585000,0.905285,0.903444,0.001841,0.203776,0.868421
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C019,L04_C036,L04_C019,L04_C036,153.656900,0.085365,0.234000,0.585000,0.904365,0.903444,0.000920,0.101888,0.763158
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C019,L04_C037,L04_C019,L04_C037,155.313800,0.086285,0.234000,0.585000,0.905285,0.903444,0.001841,0.203776,0.605263
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C019,L04_C038,L04_C019,L04_C038,153.656900,0.085365,0.234000,0.585000,0.904365,0.903444,0.000920,0.101888,0.657895
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C019,L04_C039,L04_C019,L04_C039,155.313800,0.086285,0.234000,0.585000,0.905285,0.903444,0.001841,0.203776,0.789474
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C020,L04_C001,L04_C020,L04_C001,152.000000,0.084444,0.234000,0.585000,0.903444,0.903444,0.000000,0.000000,0.815789
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C020,L04_C002,L04_C020,L04_C002,153.656900,0.085365,0.234000,0.585000,0.904365,0.903444,0.000920,0.101888,0.736842
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C020,L04_C003,L04_C020,L04_C003,152.000000,0.084444,0.234000,0.585000,0.903444,0.903444,0.000000,0.000000,0.605263
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C020,L04_C004,L04_C020,L04_C004,153.656900,0.085365,0.234000,0.585000,0.904365,0.903444,0.000920,0.101888,0.736842
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C020,L04_C005,L04_C020,L04_C005,152.000000,0.084444,0.234000,0.585000,0.903444,0.903444,0.000000,0.000000,0.684211
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C020,L04_C006,L04_C020,L04_C006,153.656900,0.085365,0.234000,0.585000,0.904365,0.903444,0.000920,0.101888,0.710526
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C020,L04_C007,L04_C020,L04_C007,152.000000,0.084444,0.234000,0.585000,0.903444,0.903444,0.000000,0.000000,0.710526
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C020,L04_C008,L04_C020,L04_C008,153.656900,0.085365,0.234000,0.585000,0.904365,0.903444,0.000920,0.101888,0.631579
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C020,L04_C009,L04_C020,L04_C009,152.000000,0.084444,0.234000,0.585000,0.903444,0.903444,0.000000,0.000000,0.710526
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C020,L04_C010,L04_C020,L04_C010,153.656900,0.085365,0.234000,0.585000,0.904365,0.903444,0.000920,0.101888,0.684211
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C020,L04_C011,L04_C020,L04_C011,152.000000,0.084444,0.234000,0.585000,0.903444,0.903444,0.000000,0.000000,0.894737
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C020,L04_C012,L04_C020,L04_C012,153.656900,0.085365,0.234000,0.585000,0.904365,0.903444,0.000920,0.101888,0.657895
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C020,L04_C013,L04_C020,L04_C013,152.000000,0.084444,0.234000,0.585000,0.903444,0.903444,0.000000,0.000000,0.526316
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C020,L04_C014,L04_C020,L04_C014,153.656900,0.085365,0.234000,0.585000,0.904365,0.903444,0.000920,0.101888,0.842105
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C020,L04_C015,L04_C020,L04_C015,152.000000,0.084444,0.234000,0.585000,0.903444,0.903444,0.000000,0.000000,0.631579
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C020,L04_C016,L04_C020,L04_C016,153.656900,0.085365,0.234000,0.585000,0.904365,0.903444,0.000920,0.101888,0.842105
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C020,L04_C017,L04_C020,L04_C017,152.000000,0.084444,0.234000,0.585000,0.903444,0.903444,0.000000,0.000000,0.815789
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C020,L04_C018,L04_C020,L04_C018,152.000000,0.084444,0.234000,0.585000,0.903444,0.903444,0.000000,0.000000,0.868421
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C020,L04_C019,L04_C020,L04_C019,153.656900,0.085365,0.234000,0.585000,0.904365,0.903444,0.000920,0.101888,0.552632
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C020,L04_C021,L04_C020,L04_C021,153.656900,0.085365,0.234000,0.585000,0.904365,0.903444,0.000920,0.101888,0.789474
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C020,L04_C022,L04_C020,L04_C022,152.000000,0.084444,0.234000,0.585000,0.903444,0.903444,0.000000,0.000000,0.921053
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C020,L04_C023,L04_C020,L04_C023,153.656900,0.085365,0.234000,0.585000,0.904365,0.903444,0.000920,0.101888,0.473684
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C020,L04_C024,L04_C020,L04_C024,152.000000,0.084444,0.234000,0.585000,0.903444,0.903444,0.000000,0.000000,0.421053
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C020,L04_C025,L04_C020,L04_C025,153.656900,0.085365,0.234000,0.585000,0.904365,0.903444,0.000920,0.101888,0.473684
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C020,L04_C026,L04_C020,L04_C026,152.000000,0.084444,0.234000,0.585000,0.903444,0.903444,0.000000,0.000000,0.894737
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C020,L04_C027,L04_C020,L04_C027,153.656900,0.085365,0.234000,0.585000,0.904365,0.903444,0.000920,0.101888,0.894737
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C020,L04_C028,L04_C020,L04_C028,152.000000,0.084444,0.234000,0.585000,0.903444,0.903444,0.000000,0.000000,0.210526
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C020,L04_C029,L04_C020,L04_C029,153.656900,0.085365,0.234000,0.585000,0.904365,0.903444,0.000920,0.101888,0.447368
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C020,L04_C030,L04_C020,L04_C030,152.000000,0.084444,0.234000,0.585000,0.903444,0.903444,0.000000,0.000000,0.500000
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C020,L04_C031,L04_C020,L04_C031,153.656900,0.085365,0.234000,0.585000,0.904365,0.903444,0.000920,0.101888,0.473684
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C020,L04_C032,L04_C020,L04_C032,152.000000,0.084444,0.234000,0.585000,0.903444,0.903444,0.000000,0.000000,0.394737
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C020,L04_C033,L04_C020,L04_C033,153.656900,0.085365,0.234000,0.585000,0.904365,0.903444,0.000920,0.101888,0.500000
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C020,L04_C034,L04_C020,L04_C034,152.000000,0.084444,0.234000,0.585000,0.903444,0.903444,0.000000,0.000000,0.421053
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C020,L04_C035,L04_C020,L04_C035,153.656900,0.085365,0.234000,0.585000,0.904365,0.903444,0.000920,0.101888,0.605263
7,part_A,4,7:A4,OPTIMAL,L04_C030,L04_C022,L04_C020,L04_C036,L04_C020,L04_C036,152.000000,0.084444,0.234000,0.585000,0.903444,0.903444,0.000000,0.000000,0.421053
